comment,sentiment,main_aspect,n_star,aspects_list
mình mua sử_dụng điện_thoại huawei nova numbert tai điện_máy xanhnhan viên bán hàng chú đáo tư_vấn nhiệt_tình làm mình thíchcảm nhận đầu_tiên máy mượt bo trí phím âm_lượng phím nguồn ưng ýloa ngoài hỏi bé xíubàn phím gõ chữ máy bỏ dấu đượcmàng hình màu_sắc hơi nhạt xíu đẹp,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('FEATURES', 'Negative'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('SER&ACC', 'Positive')]"
thiết_kế đẹp cấu_hình tốt pin xài onscreen hơn number ngày gần number ngày còn number quá tốt tội sạc hơi nóng sạc nhanh nói về sạc cực nhanh luôn hơn number tiếng đầy camera khỏi nói chụp đẹp nhất phân khúc,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Neutral'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Neutral')]"
number sử_dụng thấy máy ok nhug pịn co dáu hiệu hao nhanh còn nv phục_vụ nhiệt_tình,Positive,BATTERY,5,"[('BATTERY', 'Negative'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
huawei number life chống nước bù con chíp number hãng lẽ hợp_lí ngừoi tiêu_dùng hơn,Positive,PERFORMANCE,2,"[('PERFORMANCE', 'Neutral'), ('DESIGN', 'Positive')]"
mới mua em nó về dùng nghe gọi zalo fb zing chạy ổn còn bền k thời_gian mới biết numbersao bạn nhân_viên đmx nhiệt_tình mua máy numberk bạn tư_vấn dặn_dò chu_đáo mình mua ở đmx bùng_binh mũ tp bến tre bạn bình kỹ_thuật bạn mi quản_lý dễ_thương nhiệt_tình,Neutral,PERFORMANCE,5,"[('PERFORMANCE', 'Neutral'), ('PRICE', 'Neutral'), ('SER&ACC', 'Positive')]"
sản_phẩm tốt trong tầm giá liên_quân pubg mượt pin trâu cam khá đẹp tóm máy khá hợp túi_tiền sinh_viên,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
mua về tuần pin trâu chơi game mượt nói_chung ổn dùng một thời_gian thấy pin_vẻ hơi tụt nhanh,Positive,BATTERY,4,"[('BATTERY', 'Neutral'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
phần nhựa bên hông chỗ gần nút nguồn lần khóa máy thấy nó op ẹp kiểu hở ấy con mói thứ khác tạm hài_lòng,Negative,DESIGN,4,"[('DESIGN', 'Negative'), ('GENERAL', 'Neutral')]"
camera hơi chậm number chút pin tốt hơn hai ngày mình dung number sim nghe gọi còn ổn trong tầm giá,Positive,CAMERA,5,"[('CAMERA', 'Negative'), ('FEATURES', 'Neutral'), ('BATTERY', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
tùy yêu_cầu sử_dụng người mua một dòng máy nào ta kiểm_chứng thông_tin cụ_thể sản_phẩm phù_hợp tôi dùng iphone lâu thấy dòng máy khỏi bànđắt sắt miếng còn se number khá tốt chạy mượt mọi thứ dùng ổn giá trung_bình,Positive,PERFORMANCE,4,"[('PERFORMANCE', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
ngày tìm_hiểu sp thấy sp tệ camera numbermp thực_tế chụp thua camera ss numbermp còn selfi còn tệ hơn màu nhợt_nhạt k chút sức_sống pin nhanh tuột cực_kỳ máy bám vân tay lắm luôn nói tệ,Negative,CAMERA,2,"[('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('GENERAL', 'Negative')]"
em hỏi em bảo_hành pin lần number r pin chai sạc tụt pin dù em làm dẫn còn ok tốt nói tốt giá,Negative,BATTERY,3,"[('BATTERY', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
ok hết chơi mấy loại game avatar musik lác vô lần chậm quá đơ k bấm j ấn mãi nút nguồn mới tắt máy sợ hư máy xóa luôn game dân_chơi game kiểu chịu,Neutral,PERFORMANCE,3,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
dùng ok mình muốn đi ép kính bao_lâu đc nhận điện_thoại ạ trẻ vỡ kính màn trong dùng ok gửi về hãng bao_nhiêu ngày nhận,Positive,GENERAL,5,"[('GENERAL', 'Positive')]"
mua number tháng dùng lắm đơ bin tụt nhanh thương_hiệu thôi nói trung dùng băng asus dùng đơ lác cảm_hứng nhanh nhậy bin khỏe đợt tìm hỏi mua tgdd fpt điẹn mx ko kinh_doanh mua mạng yên_tâm,Negative,BATTERY,3,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative'), ('SER&ACC', 'Negative')]"
mới mua numbergnumberg dùng number tuần nói_chung ổn pin trâu tầm giá đừng đòi_hỏi ủng_hộ hàng việt_nam nào mn,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
dùng gần tháng cảm_nhận ngon bổ rẻ đáp_ứng tốt nhu_cầu hàng ngày hài_lòng,Positive,PRICE,5,"[('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
xài đc number tuần lỗi cảm_ứng hay đơ hãng đc đổi con mới number về xài tiếp chắc lỗi máy thất_vọng_ngoại_trừ cảm_ứng mọi thứ ok,Negative,FEATURES,3,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Neutral')]"
máy mình mua xài tầm number tháng cảm_ứng bắt_đầu đơ hay nhảy lung_tung nhanh nóng máy đến nay khoảng number tháng đt cong hở màn_hình đem bảo_hành nói lỗi người dùng ngồi cấn báo_giá thay màn_hình number triệu mấy mình gặp trường_hợp dòng đt xài thật thất_vọng,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('DESIGN', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Neutral')]"
máy hoạt_động tốt tốc_độ nhanh sài mượt đáp_ứng hết đk nhu_cầu người dùng,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
mình mới dùng vài ngày thấy khá ổn xài camera mấy ko đánh_giá vân tay nhạy pin ổn đâu đến_nỗi tệ bạn phản_ánh đâu mình dùng numberg chơi game fb hết number đc number tiếng on screen máy khá nhẹ sạc nhanh ok giá tiền,Positive,CAMERA,5,"[('CAMERA', 'Neutral'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
sao màn_hình nó rổ nhìn sâu thấy dc điiểm ảnh luôn máy mọi người ko biết konhìn thấy caro vuông nhìn ko đẹp xíu nào,Negative,SCREEN,2,"[('SCREEN', 'Negative')]"
máy dùng khá tốt pin sài lâu tầm giá nói_chung tuyệt_vời mình mua dùng number ngày thấy ổn ủng_hộ hàng việt xứng_đáng năm sao,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
mình mới mua điện_thoại vsmart active number tháng giờ muốn đổi trả lấy điện_thoại samsung anumber đóng thêm bao_nhiêu ạ tình_trạng máy bình_thường rơi_rớt trầy_xước sửa_chữa ạ,Negative,OTHERS,3,[]
sản phảm tốt pin trâu chơi game bao phê nhân_viên tgdd vui_tính thân_thiện,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
xứng_đáng mức giá gần number triệu đắt ở ram rom còn đâu máy ở phân khúc number triệu hợp_lý,Negative,PRICE,2,"[('PRICE', 'Negative')]"
tiền nào nấynếu nhìn vẻ bề_ngoài máy anumbers giống anumber star nha mọi ngườima anumber star tầm giá number triệu rưỡi lận,Neutral,STORAGE,5,"[('STORAGE', 'Neutral'), ('PRICE', 'Neutral')]"
đổi máy mới bên hông bóp sim bóp hở bây_giờ mới zay rat kho chịu,Negative,DESIGN,4,"[('DESIGN', 'Negative')]"
quá tuyệt trong tầm giá mua đc gần number tháng pin siêu trâu sạc siêu nhanh sạc numberp đầy camera chụp numbermp nét thật game khỏi chê chơi lq pubg văng mượt nóng nhẹ một nó tự tản_nhiệt mát âm_thanh to rõ nghe thường to bật loa ngoài bố_cục cấu_hình quá tốt tiện_ích number ₫ trừ number ₫ rung quá nhẹ ghi_âm cuộc_gọi thôi,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('FEATURES', 'Neutral'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
máy hay đơ cảm_ứng màn_hình thật sai_lầm chọn máy chọn nokia,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
sam sung galaxy anumber camera tận cảnh thích mê_mệt với e lun rất đáng để mua,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('GENERAL', 'Positive')]"
máy mượt sài êm tội pin tuột hơi nhanh sài trong ngày sạc nhanh đợi bản cập_nhật chắc khắc_phục number sao,Positive,BATTERY,5,"[('BATTERY', 'Neutral'), ('PERFORMANCE', 'Positive')]"
đt mới mua number ngày máy dùng ok lướt web fb ytb đồ k gần number ngày mới hết pin sao đt e sạc number tiếng mới đầy ạ,Positive,BATTERY,3,"[('BATTERY', 'Neutral'), ('GENERAL', 'Positive')]"
điện_thoại mới mua number tuần dùng một_tí lóng máy numbermah dùng tí hết dùng lag lóng máy lag thất_vọng về đt đổi sang redme còn hơn,Negative,BATTERY,1,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
nhân_viên tư_vấn nhiệt_tình mua number chút lỗi nhỏ khắc_phục máy pin trâu camera đẹp,Positive,CAMERA,4,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('SER&ACC', 'Positive')]"
mua người nhà thấy dùng cấu_hình cao pin trâu kèm sạc nhanh numberw giá qá ngon tuy ai thiên về hay chụp ảnh lấy con snumber hoặc snumber pro chjp cam numbermp đẹp hơn unumber giá con quá ngon,Positive,CAMERA,5,"[('CAMERA', 'Neutral'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
sao blutooth máy anumber mình yếu quá kết_nối loa nghe chập_chờn,Negative,FEATURES,5,"[('FEATURES', 'Negative')]"
cảm_ứng vân tay trong màn_hình quá tệ toàn vẽ khóa k mở bằng vân tay,Negative,FEATURES,2,"[('FEATURES', 'Negative')]"
máy thiết_kế đẹp mắtpin cầmchụp hình xóa_phong đẹphiệu năng máy chạy nhanh,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Neutral'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive')]"
mình máy nâng_cấp pin number màn_hình tràn viền giá tầm number tr doanh_số vượt mong_đợi,Negative,OTHERS,3,[]
mình mua sản_phẩm đánh_giá tốt về cách phục_vụ tgdd vấn_đề sản_phẩm lỗi màn_hình vs nắp lưng đổi đi đổi giải_quyết vấn_đề mọng tgdd liên_hệ nhà sản_xuất xiaomi khắc_phục mặc_dù mình fan xiaomi number năm lần quá thất_vọng,Negative,SCREEN,2,"[('SCREEN', 'Negative'), ('SER&ACC', 'Neutral')]"
dùng đc hơn tuần hiện_tượng giật lag xuất_hiện chạy tác vụ đơn_giản trong máy mua về k cài_đặt nặng nói_chung nghe gọi ok,Neutral,FEATURES,1,"[('FEATURES', 'Positive'), ('PERFORMANCE', 'Negative')]"
máy sạc nhanh sạc máy thường thấy đâu nhanh pin mau hết quá camera giật khó_chịu còn tất_cả ok,Negative,CAMERA,3,"[('CAMERA', 'Negative'), ('BATTERY', 'Negative'), ('GENERAL', 'Positive')]"
màn_hình dòng iphonenumber plus người mua dù giá cao hơn chút_ít hy_vọng sắp tới thấy giới_thiệu về dung_lượng pin lâu hơn dòng iphone number,Negative,OTHERS,3,[]
màn_hình sao vêt gọn ở cạnh ko trơn_tru hay kiểu nó kkkk,Negative,DESIGN,4,"[('DESIGN', 'Negative')]"
number ngày sử_dụng điện_thoại mượt pin trâu cấu_hình mạnh sạc lâu nhân_viên tư_vấn nhiệt_tình sản_phẩm quà mua quà tặng,Positive,BATTERY,5,"[('BATTERY', 'Neutral'), ('PERFORMANCE', 'Positive'), ('SER&ACC', 'Positive')]"
máy đơ dòng anumbers tính giá cao dùng thua máy numbertriệu mấy dòng khác samsung tệ cố máy lỗi k khắc_phục dc ai thèm mua anumbers quá tệ,Negative,PERFORMANCE,1,"[('PERFORMANCE', 'Negative'), ('PRICE', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
sản_phẩm mới cấu_hình kém chất_lượng chạy mượt lắm mức giá,Negative,PERFORMANCE,1,"[('PERFORMANCE', 'Negative'), ('PRICE', 'Neutral')]"
sản_phẩm tuyệt_vời lắm máy chơi game lq đồ_hoạ full hd bật fps cao k giật lag,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
mình mua đc gần number tháng làm rơi number phát xước hết máy cơ dùng ok lắm pin dùg lướt fb ig tik tok thứ dùg cả ngày còn xem youtube liên_tục dùng nửa ngày sạc pin máy hay nóng k chơi game k thấy giật hay lag cả,Neutral,BATTERY,4,"[('BATTERY', 'Neutral'), ('PERFORMANCE', 'Neutral'), ('DESIGN', 'Negative'), ('GENERAL', 'Positive')]"
mới nhận máy thấy dùng ok cảm_biến vân tay nhạy lắm pin thấy ok chụp hình đẹp,Positive,CAMERA,4,"[('CAMERA', 'Positive'), ('FEATURES', 'Negative'), ('BATTERY', 'Neutral'), ('GENERAL', 'Positive')]"
máy mới mua number tuần dùng khá tốt hình_thức đơ number lần đọc báo_viết đánh_giá chức_năng vân tay dùng mở khóa dùng tắt_máy,Neutral,FEATURES,4,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
mọi thứ giờ hoàn_thiện tiết cam call video qá tệ máy mượt mở khóa mượt chiến game ổn lq,Positive,CAMERA,4,"[('CAMERA', 'Negative'), ('FEATURES', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive')]"
máy em mới mua hơn number tháng dung_lượng pin giảm còn number quá nhanh luôn ạ,Negative,BATTERY,3,"[('BATTERY', 'Negative')]"
thất_vọng thật mua về xài khoảng number hôm điện_thoại sạc pin sạc number đến number báo pin đầy rút sạc mới vô pin k sử_dụng bật tiết_kiệm pin sục pin cửa_hàng number lần về thất_vọng cửa_hàng number,Negative,BATTERY,1,"[('BATTERY', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
máy pin trâu em xài bao_lâu ngày còn hết em sạc tới number tiéng đầy pin nhân_viên nhiết tình hiiiiii hài_lòng về sản_phẩm,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
number tuần mua đc đt cnumberi tốt em thắc_mắc sao chơi game liên_quân hay game ngang full màn_hình bàn_phím nó ko bao_giờ nó sao ạ đi đổi ko mấy anh_chị,Neutral,FEATURES,3,"[('FEATURES', 'Negative'), ('GENERAL', 'Positive')]"
mình mới mua đc mấy ngày thấy mọi thứ ổn,Positive,GENERAL,4,"[('GENERAL', 'Positive')]"
mình mua con active number năm mặt lưng ọp_ẹp cảm_ứng lỗi bấm tắt màn_hình hết cải_thiện phần_mềm camera,Negative,CAMERA,1,"[('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('DESIGN', 'Negative')]"
number năm gần hãng samsung đt ngày tệ đc bề ngoàiđã xài con anumber wa thất_vọng,Negative,DESIGN,1,"[('DESIGN', 'Positive'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
máy ngon ạ mới mua tối quá nhân_viên giao hàng tốt k điện_thoại nào bằng trong tầm giá,Positive,PRICE,5,"[('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
máy đẹp cầm nắp chắc_tay_chơi game bao mượt bật fps cao giao động number đến number pin đủ dùng một ngày nhân_viên nhiệt_tình nói_chung hài_lòng,Positive,BATTERY,5,"[('BATTERY', 'Neutral'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
máy đát tiền nen dùng chip sapd dung chip exy not ai mua sam sung nếu dùng chip thì sẽ bán chay đó,Negative,PERFORMANCE,3,"[('PERFORMANCE', 'Negative'), ('PRICE', 'Negative')]"
sản_phẩm tốt pin quá trâu máy cầm nặng sướng tay chạy ứng_dụng nhanh đáng mua tầm giá,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
pin trâusạc nhanhnếu sạc đầy chơi liên_tục khoảng numberhngày number ngày còn number chơi game pubgliên quân ổn wifi hơi kém ngăn_cách vật chắn number số lỗi nhỏ thi_thoảng đơ máy vài giây màn nhìn lâu hơi mỏi_mắt tóm ổn_áp,Neutral,SCREEN,4,"[('SCREEN', 'Negative'), ('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral'), ('GENERAL', 'Positive')]"
mình mới mua máy hôm numberh sử_dụng cảm_nhận mình làmàn hình nói quá đẹp coi phim chơi game đãpin trâusạc pin nhanh number đến number mất number phút sóng numberg mạnh wifi bắt gần mới ổn_định vân tay mình thấy nhanh mấy bạn nói chậm hay nhạy vân tay trong màn_hình làm quenchơi game quá mượtcamera đẹpnói chung tầm numbertr anumber đáp_ứng đủ mọi thứ bạn công_nghệ mới bạn trải nghiệm,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('CAMERA', 'Positive'), ('FEATURES', 'Neutral'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
điện_thoại mượt chơi game tốt pin trâu camera vài họt bụi liti,Negative,BATTERY,4,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Negative')]"
mọi người em hỏi ai đả cập_nhật muinumber ạ dùng ổn k ạ tks cả nhà,Neutral,PERFORMANCE,5,"[('PERFORMANCE', 'Neutral')]"
máy dùng khá chán cam k giới_thiệu ảnh mờ mờ_nhạt nhạt k chân_thật rõ nét quảng_cáo cảm_biến vân tay đúng thật quá chán thời_gian đầu còn dùng đc giờ tạch luôn k dùng đc vân tay thỉnh_thoảng sài máy màn_hình còn nhiễu ko biết lí sao lần đầu_tiên mua điện_thoại cảm_thấy ko thỏa_mãn con anumber,Negative,SCREEN,1,"[('SCREEN', 'Negative'), ('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('GENERAL', 'Negative')]"
tốtmọi người dùngchất lượng tốtpin trâu sạc nhanh tôi thích,Positive,BATTERY,4,"[('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
sạc nhanh pin trâu loa bé tẹo ko tai_nghe kèm màu máy xấu giá tiền tạm duyệt đc m mới dùng đc mấy ngày lâu_dài rõ trc m hay mua sam sung bỏ numbertr nhận về máy ko ưng lắm ẹc màn_hình ko nuột ruồi chụp ảnh ko trong loa to gấp đôi máy,Negative,SCREEN,3,"[('SCREEN', 'Negative'), ('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('DESIGN', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
